,Date,nps,Comment,comment
320,02-01-23 02:10,10,muy facil,"Hi, I'm trying to pay for my flight and my payment is rejected."
321,02-01-23 02:10,9,ES EFICIENTE,"I have bought more than 5 flights in the last 3 months in vivaaerobus and not a single point has been reflected in doters, I think their advertising and benefits are false."
322,02-01-23 02:11,10,precios,"the page does not work well, it is difficult to create an account and it continually marks errors"
323,02-01-23 02:12,10,Porque es rápida y practica.,That the cost of the pet on board as well as the documented one can be indicated.
324,02-01-23 02:12,10,todo muy claro,"It tells me that if I want to keep the session active, click on continue, I click on it and it comes out again two seconds later"
325,02-01-23 02:13,10,todo bien,WHY CAN'T IT BE ACCEPTED AND THEY CHANGE THE FLIGHT?
326,02-01-23 02:13,10,una de las mejores aereolines...,I'M GOING TO CHANGE THE DATE OF THE FLIGHT FROM MEXICO TO BOOGTA AND THEY ALWAYS CHARGE ME MORE THAN WHAT I ALREADY PAID YOU ARE THIEVES SCAMMERS AND HAVE NO MISLEADING ADVERTISING SCAMMERS LIKE SO I HAVE NOT PAID YOURS IF I PAY IT WHEN I BUY THE TICKETS ON 9TH OF SEPTEMBER 2020 THIEVES SYATFADERS BAD CLASSES
327,02-01-23 02:16,10,por el excelente servicios,I put my email to enter and they tell me that it is an invalid email and it won't let me
328,02-01-23 02:22,10,Es un buen servicio,is: likely to recommend them to a family member or friend
329,02-01-23 02:23,2,zou are not honest with the prices,the service is excellent
330,02-01-23 02:23,10,precio accesible,It won't let me log in to my account
331,02-01-23 02:25,8,Mi primera vez comprando un boleto y se me hizo un poco complicado en la pagina,It won't let me start the app
332,02-01-23 02:25,9,precio,You can't easily cancel a flight
333,02-01-23 02:28,6,no me parece que cadadia cambien de precio y estanyamuy caros,"Textually it says that for modifications, call a certain number... they make you waste your time waiting and then say that they cannot modify the data by phone and they send you to contact an email. It is easier for them to put mail directly, instead of wasting our time and apart from saturating the telephone lines"
334,02-01-23 02:30,10,buen servicio,"Specify that the tua that you are going to charge is only the one for the outbound and not the one for the coming, that is where they put the v, don't be so hardp"
335,02-01-23 02:36,10,gRACIAS,mala
336,02-01-23 02:39,8,son demasiados pasos,I haven't been able to navigate the page for 4 hours
337,02-01-23 02:40,10,Ez 2 work,The page is fast and easy to use.
338,02-01-23 02:41,10,buenos precios y facil de usar su website,And
339,02-01-23 02:42,7,Me cobraron por decir si acepto los asientos pero no los cambie ni nada y cargaron el concepto como si fueran cambiados,I don't know if I already enrolled in doters I already have my account in viva aerobus I would appreciate it if you tell me if it is already counting the flights that I am buying
340,02-01-23 02:44,10,es mu facil de entender,"I can't make the free change in my reservation, they force my seat to have to pay"
341,02-01-23 02:45,5,"Abrir más rutas a mejores precios, please",I never got the email
342,02-01-23 02:45,7,OTORGAR MAS TIEMPO PARA ESCOGER,"Hello, the password reset does not accept the code that they send to the mail"
343,02-01-23 02:47,8,muy bien hecha pero te confundes entre tantas opciones,I have finished with everything and it remains in process and there is no time I am working what a bad experience
344,02-01-23 02:48,10,Todo muy fácil,Hello! I can't pay monthly without interest and it doesn't give any explanation... I'd like to know why
345,02-01-23 02:51,0,Parece que lo unico que les interesa es sacar el mayor provecho posible de los clientes. Lo unido que agregue  al precio fue el reembolso x 90 pesos. Tienen que rediseñar la pagina,It is a great opportunity to travel
346,02-01-23 02:53,10,Fue fácil y rápida la compra,"Since October of last year I have been trying to use the given points and there is never any access to the page or the points. Another person in my family has also tried it and nothing. If it doesn't work, it's better to remove it."
347,02-01-23 02:56,10,es practica,Add price for each seat. That's cheating. Can I lift all the time? I can't choose my wife's seat without buying and you charge more if I need to change my seats! We go by bus because it is easier!
348,02-01-23 02:57,10,RAPIDO Y FACIL Y MUY BARATO GRACIAS VIVA,"It won't let me continue without selecting a seat to change my flight, it wants to force me to pay for a seat. When I select a seat, it lets me continue, when I don't select, it gives me an error."
349,02-01-23 03:03,10,??,When I pay I get an error
350,02-01-23 03:04,10,fácil manejo de la información,I can never access doters. It tells me that my data is invalid
351,02-01-23 03:05,9,La interfaz es muy amigable,"MY NAME IS WRONG, I DON'T KNOW HOW THE ONE IN THE PROFILE IS SET, THERE IS NO HOW TO CHANGE IT AND THEREFORE I CANNOT BUY IF MY NAME IS WRONG."
352,02-01-23 03:08,10,ME  GUSTA LA PLATAFORMA ES DE FACIL INTERPRETACIÓN,"I am in Mexico City and I want to travel to Guadalajara, and the promotion is from Guadalajara to Mexico, so it no longer applies to me, there is no reason to send me this type of advertising to my email if it is not useful to me."
353,02-01-23 03:09,10,facil de navegar,"They should again consider handling direct flights since the connection (stopovers) is a bit tedious due to the waiting time. Many times you travel for work and a lot of waste of time is expected. Previously, my family and I traveled a lot on this airline from Tampico to Guadalajara and Viscebersa but we stopped doing it because of the connections, since apart from the time lost on the layover we have to travel another stretch by bus because we are going to Nayarit"
354,02-01-23 03:12,10,MUY FACIL,I can't pay from Colombia
355,02-01-23 03:16,10,buen servicio,English Please
356,02-01-23 03:16,10,,Change my flight destination
357,02-01-23 03:17,10,fue amigable,Your page sucks
358,02-01-23 03:18,8,no entendi precios de seleccion de asientos con la opcion de que seleccionan por uno cambian los precios pero sino se selecciona se va sin selecciòn de asientos. Como se puede reservar un asiento en la opciòn y precios de que ustedes lo seleccionan?,"I am 69 years old, I had to click 830 times on the mouse to find my date of birth"
359,02-01-23 03:19,9,son sencillos y no he tenido problema con mis vuelos,that the flight I bought is delayed more than 5 hours and where they argue bad weather at another airport where I have the information that the weather is in good condition and no one gives information about this situation.
360,02-01-23 03:20,5,mas especificos a la hoira de ralizar el cobro,"I bought ETN trip bus tickets to Acapulco and what I bought was never reflected on the page, also I did not see any preference for those of us who are in doters??"
361,02-01-23 03:22,9,Por el número de vuelos,Website sucks
362,02-01-23 03:23,10,opciones de vuelo muy buenas,"GOOD EVENING, I PURCHASED A SINGLE FLIGHT FOR 2 PEOPLE FROM MEXICO AND CULIACAN FOR MONDAY, FEBRUARY 27TH, IF THEY MADE ME THE CHARGE BUT I HAVE NOT RECEIVED THE CONFIRMATION. I WAIT FOR A SOON ANSWER PLEASE. THANK YOU"
363,02-01-23 03:24,9,"Buenos precios, variedad de horarios, compra intuitiva.","I NEED TO TRAVEL WITH MY SISTER, WHEN I SEEK TO BUY MY TICKET AND HER TICKET, I COULDN'T BUY BOTH AT THE SAME TIME AND WHEN I PURCHASED HER TICKET SEPARATELY, THEY DID NOT GIVE ME POINTS FOR THE PURCHASE, FURTHERMORE, SHE IS NOT CONSIDERED AS AN ELDERLY PERSON OVER 65 YEARS OLD TO ACCESS A PREFERENTIAL RATE"
364,02-01-23 03:25,10,Fácil de navegar,I like varatos grandfathers
365,02-01-23 03:29,10,POR QUE DETALLAN LA INFORMACION Y ESPECIFICAN BIEN CADA COSA ADEMAS DE QUE EL PRECIO ES ACCESIBLE!,shortcut to cancel the flight directly
366,02-01-23 03:29,10,Facilidad reserva,It does not accept my payment first and then it does not enable any payment option for me.
367,02-01-23 03:35,8,no es dificil la plataforma,I can't make my purchase because
368,02-01-23 03:35,10,.,Seriousness !!! According to what they would give me 2000 pintos when I registered and nothing!
369,02-01-23 03:36,10,,I haven't traveled yet and I'm already enjoying a short vacation.
370,02-01-23 03:36,10,todo muy bien,I made a purchase of flights to Veracruz - Monterey round trip but I did not receive the doters of the purchase to my card that proceeds in this regard
371,02-01-23 03:44,9,RAPIDO Y SEGURO,DOES NOT APPROVE THE PURCHASE JUST SAYS SOMETHING WENT WRONG
372,02-01-23 03:44,8,Página algo confusa,"It does not accept the email to start the transfer, I do not know what the problem is if I already verified the email and they already sent me an acceptance email. It's a waste of time"
373,02-01-23 03:46,3,precios ms accesibles,"I was trying to log in to etn but the account was never saved. Every time I advance in the procedure for buying a ticket, it asks me to log in, I do it and it takes me to the beginning of the purchase process"
374,02-01-23 03:47,9,buen servicio,Can't get past the first page
375,02-01-23 03:49,9,es sencilla,an error in passenger travel and gael apillido means changing more money to pay
376,02-01-23 03:50,10,SENCILLO Y RAPIDO,"I need to buy two adult tickets, roundtrip from the AICM to Chetumal for February and the page won't let me, nor is there any explanation why it can't be done. In fact, I can't find general information about flights to and from Chetumal, could you help me?"
377,02-01-23 03:51,10,Muy buena la experiencia al comprar,Give the option to see the price with TUA included. Putting it at check out does not exempt the payment. In the end I opted for another airline.
378,02-01-23 03:53,6,MEJORES OFERTAS ENO HORARIOS QUE NO SEAN DE MADRUGADA,"The service they provide always makes me feel very spoiled. Always the best prices and personal attention, no matter where you travel, I feel like I have Mexico with me. I am very grateful thank you very much"
379,02-01-23 03:54,8,menos costo por los asientos,Gracias
380,02-01-23 03:56,8,"con la application mi forma de pagos se rechazaba, ""decliend"" hable con mi tarjeta de credito y no era ella. intente con 2 tarjetas, la pagina en la computadora si me la acepto pero son muchas cosas que aprimir, muchas cosas que escojer, a mi me gusta al punto y ya.",They give me a code to reset my password and it tells me that it is wrong when I check and it is correct
381,02-01-23 03:56,9,Es un medio muy práctico e intuitivo,"I really like your page, I would only change the attention that is given at the airport, from then on I love it more"
382,02-01-23 03:57,7,"Vuelos en el carrito, no se editan desde ahi",I CAN'T OR I DON'T KNOW HOW TO PUT TWO PASSENGERS INSTEAD OF ONE
383,02-01-23 03:59,9,"Creo que durante todo el proceso deben poner el costo, así mismo al final en los adicionales como el vivabus deben poner si se puede comprar despues o solo en ese momento","THE PAGE IS VERY COMPLICATED TO BUY A FLIGHT IT DELETES IT ALL THE TIME AND WHEN YOU WANT TO MAKE A MODIFICATION IN THE USER IT DOESN'T LEAVE YOU AND DOESN'T GIVE YOU AN OPTION ON HOW TO DO IT. EVERYTHING SEEMS FIXEDLY HIDDEN. AND IT IS NOT RESERVATION, IT IS RESERVATION. RESERVATION IS ANOTHER THING."
384,02-01-23 03:59,10,BUEN SERVICIO,"It is annoying to receive emails with price offers, which when going to look for them from the link of the same email, are not true... I am referring specifically to the selection of seats..."
385,02-01-23 04:02,10,Por que si,since yesterday it won't let me continue with the purchase
386,02-01-23 04:03,9,Es amigable el sitio,"I cannot enter and buy bus tickets in ETN, when I enter my username and password, it seems that I have already entered but it asks me again and if I enter the doters page with the same username and password if I enter, on a previous occasion I thought that I was already in dowries and the purchase of an ETN ticket that I made did not accumulate the points in dowries"
387,02-01-23 04:04,7,"Más opciones de seguros, que sean más claras las opciones que se tienen","Hello, good morning, I don't respect the type of luggage that you have on the original flight; asks you to change to more baggage, and I do not require more baggage to be taken; This causes an extra charge to be made and it is not fair, since I will not carry too much luggage I hope you can solve the problem for me since I will not carry as much luggage (2 additional suitcases of 15 kilos or more each)"
388,02-01-23 04:04,8,En hacer mas especificas las cosas y precios,It is my favorite line. Safe. One day I kept a book and they kept it. I travel every week and I enjoy the trip.
389,02-01-23 04:06,10,gracias,"It does not allow you to set dates, use the same day for departure and return"
390,02-01-23 04:09,10,por que si,it won't let me enter the payment method neither in safari nor in firefox
391,02-01-23 04:13,10,Por vuelos baratos y espero que buen servicio,"You can't pay, I've been trying to buy the viva fan membership for months but it doesn't accept the cards. It is very unpleasant to try to be your frequent customer when your efficiency with this very simple payment is not realized"
392,02-01-23 04:14,10,OK,How do I cancel this reservation?
393,02-01-23 04:16,10,Es facil de usar,"You already select departure and return, and it does not display any way to continue with the reservation"
394,02-01-23 04:17,9,"es facil hacer una reservacion sin embargo, el precio del TUA cambia de al inicio a ya cuando te arroja el total, sube el precio. y no es agradable eso, si de por sí es elevado.",What a little way. When changing the flight they force you to pay for the seat. pickpockets
395,02-01-23 04:21,10,Facil de usar,They send me an email to check in and when I enter the page it marks that it cannot be done
396,02-01-23 04:25,10,Porque es fácil de usar,good night all good
397,02-01-23 04:25,7,confuso. no me abonaron mis puntos. muchos pasos,It won't let me pay the page and I used 5 different credits and the crap doesn't pull.
398,02-01-23 04:25,10,ES SUPER ECONOMICO Y CONFIABLE SIEMPRE VIAJO CON VIVAAEROBUS,Kindly process refund to original form of payment.
399,02-01-23 04:28,10,Varios horarios y muchos destinos,Kindly process refund to original form of payment. PNR - V6GDVL
400,02-01-23 04:29,7,si tanta publicidad de hoteles a la hora de comprar,your pajina can not choose dates
401,02-01-23 04:30,7,cuando regresas debes teclear nuevamente la informcion de los pasajeros,"It only lets me select the departure date, but not the return date"
402,02-01-23 04:35,8,mas opciones de pago,test
403,02-01-23 04:38,8,PRECIOS MAS ECONOMICOS,Excellent service.
404,02-01-23 04:42,7,"Haciendo más simple la seleccion de todo y aceptando mas formas de pago, rechazaron mi tarjeta varias veces y tuve que usar otra.",Test Vale
405,02-01-23 04:42,7,no me permitio abrir mi sesión con facebook,"Dear friends of Vivaaerobus: Serve this to respectfully consult you if in case of changing my flight date Reservation code: VN7CUPV I would lose the ticket completely. Thank you in advance for your kind response. Regards, HECTOR HUGO HERNANDEZ Account: Hector ID 8830009645 adm.medios@gmail.com"
406,02-01-23 04:43,0,El sistema no funciano bien.,The service is in decline
407,02-01-23 04:43,10,.,It does not allow me to Bill and there is no option on the phone to speak with an executive or the billing option
408,02-01-23 04:44,5,expliquen mejor lo de las maletas y el equipaje y de igual forma lo del seguro del reembolso,THEIR FUCKING PAY IS DISGUSTING AND NOW THEY WANT ME TO PAY THEM MORE WHEN THE MATTER HAS EVERY FOUNDATION FOR AN ERROR AND THEY WANT MONEY FOR A CORRECTION
409,02-01-23 04:46,9,util y facil,"You cannot be a reservation, there are always errors that are invalid information, and when you want to pay and confirm it, it borders on"
410,02-01-23 04:47,10,EXCELENTE,every time I traveled the treatment is excellent
411,02-01-23 04:47,10,Muy buena experiencia para comprar el vuelo,"I am trying to choose the best price, they give me a light price of 26,614 to be exact, I convert it to zero to see the most economical option and it comes out 26,992, that is....."
412,02-01-23 04:47,10,facilidad de reservar,"the price of the flight that is indicated on the headband is not found in the flights that are displayed, it is a non-existent or false price"
413,02-01-23 04:50,10,"El procedimiento y facilidad de reserva, ademas se señala con claridad los conceptos que estas comprando, hasta el momento no he tenido problema alguno","Since last night I am trying to make a reservation and the page freezes and does not give any sign to know or do anything, this page simply does not work"
414,02-01-23 04:51,7,Mas tiempo para reservar,"DO NOT advance the page or allow me to continue, I stay in the selection of the day and it does not advance at all, it stays frozen"
415,02-01-23 04:54,9,muy rapida,"on the billing page there is a blank box that prevents you from continuing with the process, it really is a drag."
416,02-01-23 04:55,10,Práctico y sencillo,Great
417,02-01-23 04:56,9,muy amigable,"hello dotters, do I have points left at some point or do they expire??"
418,02-01-23 04:56,3,Se cayó el sistema mientras pagaba y no pude tener mi vuelo,I received an email notifying me that I had 2000 points for having registered in doters and in the application I get 0 points.
419,02-01-23 04:58,9,muy ágil,"I want to pay for a flight in months without interest either with a Santander or BBVA card, however, that option does not appear on the VivaAerobus page, I have already checked the fare classes (Z and A) and if they apply. However, when I check from the iPhone app, I do get the option to pay monthly without interest. Why does this happen?"
420,02-01-23 04:58,8,Poco tiempo,The page does not access the service
421,02-01-23 04:59,8,IR VIENDO EL TOTAL INSTANTÁNEAMENTE EN CADA MOVIMIENTO,I paid for a SMAT flight to Los Angeles and in their advertising it says that you can check in up to 10 days before flying... I leave tomorrow and I still can't check in on their site!
422,02-01-23 05:00,10,LALALALLA,"It is not clear that Doters points are different than Doters level-up points. In my case, I have more than 13,500 Doters points but to level up it marks that I only have ~7,000 points."
423,02-01-23 05:00,9,genial,How much is 1 doter in pesos?
424,02-01-23 05:04,10,precio accesible,Charge checked baggage and there is no way to remove it
425,02-01-23 05:05,8,mejor interacción,"I was supposed to be able to check in ten days before with SMART and here I am, one day before my flight without being able to check in. Terrible service and misleading advertising"
426,02-01-23 05:05,3,poner el impuesto del aeropuerto desde el principio,"Why do they have a page and it doesn't work, how ugly I want to buy tickets and it won't even let me buy online, it's sack"
427,02-01-23 05:06,8,precios accesibles,"I log in with my account, if it identifies me but when etn asks me for authorization to see my doters account, it gives me a 404 error"
428,02-01-23 05:06,10,"Es un buen servicio,",horrible that not even online they know how to guide me how to make the purchase for months without interest
429,02-01-23 05:07,10,PRECIOS ACCESIBLES,I was NOT able to change a reservation to change a single passenger. I spoke to the customer service center and I waited for 1 hour and in the end they hung up on me
430,02-01-23 05:08,10,super,"My doters account appears at zero, however I have made several purchases"
431,02-01-23 05:09,0,no aparecen los meses sin intereses,Kindly process refund to original form of payment. PNR CHZSKE
432,02-01-23 05:11,5,dejen que cada pasajero pueda escoger sus maletas. cuando trate de hacer dos compras de boletos juntos no pude y solo termine comprando uno para el mismo vuelo porque el segundo pasajero no necesitaba equipaje adicional,Kindly process refund to original form of payment. PNR - AHV5RB
433,02-01-23 05:11,10,Muy facil el proceso,"Processing in change of date on my flight appears DOCUMENTED BAGGAGE charges. My choice is still LIGHT. The system did not save my card details. It is awkward to reload all the data. Help, please! Thanks in advance. Greetings! Hugo"
434,02-01-23 05:14,7,es un poco confusa,"When requesting a change of date on my VN7CUPV flight for August, it reflects an amount to be paid. The price of the flight on the new selected date is much lower. Should I pay the amount that appears and then be reimbursed? DOCUMENTED BAGGAGE charges appear. My choice is still LIGHT. The system did not save my card details. It is awkward to reload all the data. Help, please! Thanks in advance. Greetings! Hugo"
435,02-01-23 05:15,9,"muy facil y conveniente, gracias.",does not accept my emails
436,02-01-23 05:21,4,siendo mas simples,"I FILLED OUT ALL THE FIELDS AND DOES NOT ALLOW TO MAKE THE PAYMENT, EITHER WITH A PHYSICAL CARD OR DIGITAL CARD"
437,02-01-23 05:22,10,todo el proceso muy facil,Why are the doters points not reflected in my Costa Line account?
438,02-01-23 05:28,5,Pongan meses sin intereses,SIMPLE PROCESS
439,02-01-23 05:30,5,Me dio varios errores al pagar con tarjega digital de bancomer,"Hello, I just wanted to know when the doter points appear, since I bought flights 2 weeks ago and nothing has appeared or how do I do it?"
440,02-01-23 05:30,10,rapida,"It's the first time I've traveled by plane, and I've already paid for my plane ticket, but I don't understand the check-in thing, whether it should be a few days before the flight or it can be done right now. I put my reference number and it tells me that there is nothing :( Could you explain this more on your page for people who are their first flight like me. I have investigated and I think it is 72 to 24 hours but sometimes it is difficult to find that"
441,02-01-23 05:31,2,se batalla para hacer la compra,#NAME?
442,02-01-23 05:32,8,"Todo bien, solo que tardo mucho en cargar tuve que cerrar dos veces la pagina",IT DOES NOT ACCEPT THE SECURITY CODE TO RESET MY PASSWORD AND THEREFORE I CANNOT ENTER THE PAGE. THANK YOU
443,02-01-23 05:32,10,Flexivilidad,I CANNOT CONFIRM FLIGHT DATE CHANGE
444,02-01-23 05:34,0,NO ME APARECIÓ LA OPCIÓN PARA REALIZAR MI COMPRA A MESES SIN INTERESES. SEGÚN EL COMBO LIGHT LO INCLUÍA,Good afternoon! Why am I being charged for checked baggage if I did not select it? I only want the light luggage.
445,02-01-23 05:34,10,buena aplicacion,It won't let me choose a seat I have to find another line I want on line 28 regular seat
446,02-01-23 05:38,10,TODO FÁCIL Y RÁPIDO,everything is fabulous
447,02-01-23 05:40,3,Llevo meses intentando pagar con tarjetas de origen americano y nunca me deja. Siempre tengo que poner la personal porque su sistema no sirve,WON'T ALLOW ME TO PAY
448,02-01-23 05:44,8,"Que quiten algunos cobros innecesarios como el de los asientos. Ustedes asignen un asiento incluido en el precio del boleto, si uno desea cambiarlo entonces sí,  ya implicaría un costo extra y dependería de uno cambiarlo o no. Como lo están haciendo me parece un abuso.","I did not choose checked baggage and it puts it regardless that I did not request it. They go 2 times that I do the flow, I choose to only carry hand luggage and personal items and they put my checked luggage on me. I don't want that"
449,02-01-23 05:46,10,Porque es economico,"It is very difficult to log in, many times it marks an error even if the password is correct."
450,02-01-23 05:49,7,no acepto alguna de mis tarjetas de credito,I have no idea how to earn points
451,02-01-23 05:53,10,AMIGABLE,"I can't log in the first time and on the ETN page I can't log in either, I want to see if my previous points that I already had passed or I'm going to start from 0"
452,02-01-23 05:55,9,por la puntualidad en sus servicios,It does not process my extra baggage payment
453,02-01-23 05:58,9,No pude usar los doters.,I can't get in I can't get in I'm already 2 months old and I can't get in
454,02-01-23 05:59,10,son rapidos,gracias
455,02-01-23 06:06,10,porque es facil y rapido y aceptan el metodo de pago de paypal que es mas confiable,VERY BAD ATTENTION ON THE TELEPHONE LINE AT THE TIME OF MAKING THE CHANGE
456,02-01-23 06:07,8,No colocar tantas opciones,I already tried with different credit and debit cards from different banks and your platform does not pass the payment. Can you check that it is programmed correctly?
457,02-01-23 06:07,10,muy facil de entender aunque el que se agregue al final el tua es algo raro,It is very good
458,02-01-23 06:14,5,SE TARDA MUCHO EN PROCESAR Y NO DEJA SUFICIENTE TIEMPO PARA PENSAR,I DID NOT RECEIVE THE RESERVATION OF MY TICKET
459,02-01-23 06:15,10,eficiente,NO LOAD
460,02-01-23 06:17,9,Fácil compra e interactiva,"It asks for an ID or email, I correctly type my email and it says that it is incorrect"
461,02-01-23 06:18,0,PESIMA PAGINA,does not accept physical credit or debit cards
462,02-01-23 06:20,10,facil de llenar,"That it is very complex to search for flights, at least I am over 60 years old and it is difficult for me to understand."
463,02-01-23 06:23,3,Respetando lo que compro en línea en m aeropuerto,"I would like that by adding additional services, online you could be able to buy a ticket for a minor as long as it is your direct relative, since the guys at the Call Center never have a positive response to the requirements, always if you do not have all the information they have 1 min to conclude a call, they cannot give you a reservation key"
464,02-01-23 06:23,10,muy rapido y da chance de agar el tua despues,Kindly process refund to original form of payment. PNR - OYJMWM
465,02-01-23 06:23,10,FACILIDAD DE LA WEB,Kindly process refund to original form of payment. PNR - L83TFS
466,02-01-23 06:28,9,"Todo excelente, solo con menos anuncios, se satura mucho de información.",IT DOES NOT RECOGNIZE MY RESERVATION
467,02-01-23 06:44,10,TODO RAPIDO Y BIEN EXPLICITO,"I registered to create a new account. When authenticating, it did not allow me due to errors on the page"
468,02-01-23 06:46,10,Es excelente,It won't let me see the date for the purchase of tickets
469,02-01-23 06:52,10,TODO BIEN,does not accept promotions that bad
470,02-01-23 06:52,9,es facil de usar,"YOU CAN NEVER LOG IN WITH GOOGLE WHEN YOU NEED TO USE IT AND WHEN I CHANGE THE PASSWORD, IT DOESN'T WORK EITHER, EVERY TIME I LOG IN, I HAVE TO PUT A NEW PASSWORD AND PUT THAT I FORGOT IT... AND THE OTHER PROBLEM IS THAT IT CANNOT BE THE PASSWORD ANYMORE USED, SO IT IS IMPOSSIBLE TO HAVE A NEW PASSWORD EVERY TIME I WANT TO LOG IN"
471,02-01-23 06:53,10,THANK YOU LOVE THE PRICE.,There was no success with the registration.
472,02-01-23 06:55,5,Cambian tramposamente los precios de un minuto otro,"IT DOES NOT GIVE ME THE OPTION TO CONTINUE WITHOUT CHOOSING A SEAT, I HAVE TO CHOOSE ONE, WHEN I DON'T WANT TO CHOOSE IT, AND THE PLATFORM DOES NOT GIVE ME AN OPTION"
473,02-01-23 06:56,10,Por lo práctica en su secuencia,Do they no longer have months without interest?
474,02-01-23 07:04,0,QUE TENGAN UNA FORMA DE PAGO DIFERENTE PORQUE CUANDO UNO COMPRA EL BOLETO DE ESTADOS UNIDOS PARA UN HIJO NO ACEPTA LA TARGETA DE OTRA PERSONA Y ES UN PROBLEMA HOJALA Y LO PUEDAN MODIFICAR PARA PODER SER UN CLIENTE PARA USTEDES,"I made the payment, it appears debited to my credit card... and the page was stunned and did not give me the reservation number"
475,02-01-23 07:04,10,Muy fácil y rápido realizar la reseración.,Several times I want to pay with my BANAMEX credit card and it won't let me pay.
476,02-01-23 07:05,7,Precios claros,"Added charge of almost 500 for 2 checked bags, which I did not request"
477,02-01-23 07:06,9,MUY PRÁCTICO,good app thanks
478,02-01-23 07:10,10,tienen sus paso faciles,Very difficult to add the flights taken. Make it easier.
479,02-01-23 07:17,10,Facil de navegar.,Nd
480,02-01-23 07:20,10,dan buen precio y servicio,all
481,02-01-23 07:21,7,Cargos ocultos,"It won't let me move forward without selecting a seat, it's outrageous that they force me to pay that extra"
482,02-01-23 07:29,10,son económicos sus vuelos,"I can't complete my flight change, it won't let me go forward and it shows me another total balance, which my total shows"
483,02-01-23 07:29,8,"Dar la opcion de poder elegir que se muestren los precios en la lista con el TUA incluido, para tener mas claro cuanto de pagara de un vistazo",I CANNOT PAY WITH MY CREDIT CARD
484,02-01-23 07:35,9,gracias,"Because they change the names of the application to receive points, first it was traveling more, there I had points, then I could no longer use them and now they send me this new doters application. What is the benefit, apart from earning points? Will the app no ​​longer change again? Before I rate them I need to test it, sorry for the low rating."
485,02-01-23 07:46,7,Ponen asientos a 0$ pero luego nos obligan a pagar una tarifa. Es publicidad engañosa,"ABOUT HOW TO USE THE DATA RECORD, IT IS SUPPOSED THAT I HAVE ALREADY SIGNED UP AND IT TELLS ME WHEN I LOG IN THAT I HAVE TO SIGN UP ANOTHER ACCOUNT, before I had another account"
486,02-01-23 08:11,10,perfecto,Tickets are super expensive and I can't delete my shopping cart
487,02-01-23 08:13,9,"Todo perfecto, gracias",They forcefully charged me for the 15 kg suitcase since I did NOT select that option since I was flying light and I hope they return my money
488,02-01-23 08:16,10,E TENIDO BUENA EXPERIENCIA,Where can I see my hsbc points... I already registered and I don't have a single point
489,02-01-23 08:37,10,muy bien,"I do not add a checked baggage that I do not want to add to my ticket, how can I solve it?"
490,02-01-23 08:40,2,el sitio web es vengativo y conspirador,"And I tried to register and the confirmation email did not arrive, I tried to resend it and the button was not activated."
491,02-01-23 08:45,10,buenos precios,I can't get rid of that charge I didn't request
492,02-01-23 08:49,10,por segura,They do not send me the email to recover my password and I have been trying for days this causes me to not be able to accumulate points
493,02-01-23 09:40,10,GRACOIAS,"IT TAKES A LONG. WHEN I PAY AND THEY STILL SAY WE ARE PREPARING YOUR FLIGHT, BECAUSE"
494,02-01-23 10:34,9,Really easy booking process!,"I do not add a documented suitcase and at the time of payment it tells me that there are 4 suitcases of 15 kg documented for 806.76 on the way out and 1,198.76 on the way back, that is, 2 thousand pesos more that I do not want and there is no way to remove it"
495,02-01-23 10:45,7,Que tengas que registrar tus datos de telefono y correo en cada compra quita tiempo y es muy tedioso,It won't let me see the return flight.
496,02-01-23 11:18,5,PUEDEN DAR MEJORES PROMOCIONES,"Last Thursday I flew MTY-BAJIO, the flight was full and staff from Viva requested that they allow me to check in courtesy hand luggage and I did so. When I took my suitcase on the platforms in Bajio, they had already stolen my magnifying glasses and a deodorant. a thief among his employees. Flight 4188 booking NF693K"
497,02-01-23 13:14,10,"facil de usar, un entorno amigable",I fill in all the card details and the payment is declined
498,02-01-23 13:32,10,agil y sencilla,I could not enter my account and when trying to reset my password I did not receive any code either by message or by email
499,02-01-23 13:43,10,Amigable y entendible menú.,Yesterday I couldn't buy a ticket online and today I couldn't register
500,02-01-23 13:46,10,todo esta bien explicado y ya no tarda tanto,"I called and they answered I told them my problem was the death of my brother, I told them about my smart purchase and that I had the right to change my flight and they refused now I have spent a lot with my instance and they do not solve anything for me. There is no one with whom I can clarify my problem? Please my email is rafaelc7@aol.com my flight was PCWQFT Please I am waiting for your help. If you pay included unlimited changes. And there is no right to do this to me. Thank you."
501,02-01-23 14:01,3,"DEBERIAN INCLUIR LOS COSTOS DESDE UN INICIO, ES CONFUSO",The screens don't work
502,02-01-23 14:09,10,Por efectividad,"THEY SHOULD NOT CHARGE TO ASSIGN SEATS, THE ECONOMIC PRICE IS A FARZA"
503,02-01-23 14:16,8,La actualización de precios al momento de seleccionar el asiento se me hace información engañosa,On my flight I chose without documented baggage but I must pay the documented baggage 2 times and I cannot delete it.
504,02-01-23 14:28,9,facil,"Always flying with you, it is unfortunate there is no way to get from Cancun to Villahermosa, there are no direct flights, all with connection and to wait forever. Why did they change the logistics?"
505,02-01-23 14:41,10,excelente,There is no way to define the return date.
506,02-01-23 14:46,10,Facil de navegar,"I use ETN, but I just used the service a few days ago and they sent me that I had a certain number of points and I don't see them reflected here with you"
507,02-01-23 14:47,9,facil y rapido,"The ease with which the flights are found is very good and clear, that gives us the security to buy the desired flight"
