,Date,nps,Comment,comment
564,02-01-23 17:16,9,ENCONTRE RAPIDO EL VUELO Y PROMICONES,It's easy to understand
565,02-01-23 17:17,9,Es facil de entender,price-quality ratio
566,02-01-23 17:18,10,10,"On the single trip, Poder carries an extra suitcase like Volaris."
567,02-01-23 17:18,10,relacion calidad precio,"I could not pay with my digital card, it came out that my data was wrong, I did it 3 times with the confirmed data and even so it could not be done"
568,02-01-23 17:21,5,en el viaje sencillo poder lleva runa maleta extra como volaris,It is practical and has everything in sight
569,02-01-23 17:22,0,"no pude pagar con mi tarjeta digital, me salia que mis datos estaban mal, lo hice 3 veces con los datos corroborados y aun asi no se pudo",Many destination options available
570,02-01-23 17:23,10,es practica y tiene todo a la vista,Free seat selection
571,02-01-23 17:26,10,Muchas opciones destinos disponibles,TIME AND FORM
572,02-01-23 17:29,8,Selección de asientos gratis,THAT THE RATES DO NOT CHANGE AT THE TIME OF PAYMENT OF NOTHING
573,02-01-23 17:30,10,TIEMPO Y FORMA,THE PAGE IS VERY FRIENDLY
574,02-01-23 17:33,0,QUE NO CAMBIEN LAS TARIFAS AL MOMENTO DE PAGO DE LA NADA,CLARITY AND DO NOT INSIST ON BUYING EXTRA THINGS
575,02-01-23 17:37,10,ES MUY AMIGABLE LA PAGINA,The purchase process is very easy and fast.
576,02-01-23 17:38,10,Muy facil y rapido el proceso de compra.,adding the tua from the beginning
577,02-01-23 17:38,2,CLARIDAD Y NO INSISTIR EN COMPRAR COSASA EXTRAS,this will be our first time on your airline.  hoping it all works out.  thank you
578,02-01-23 17:39,7,agregando el tua desde un inicio,"updating your system, responding to user requests.I could not buy the Viva Fan card with the same card, it was not accepted."
579,02-01-23 17:41,10,this will be our first time on your airline.  hoping it all works out.  thank you,I increased the price 2 times because your page took me out at the end
580,02-01-23 17:42,7,"actualizando su sistema, atendiendo las peticiones del usuario.No pude comprar con la misma tarjeta la de Viva Fan, no la aceptó.",The process was quick and easy
581,02-01-23 17:44,0,me aumento el precio 2 veces  por que su pagina me sacaba al final,Very expensive seats like almost 500 pesos are crazy
582,02-01-23 17:48,10,Fue rapido el proceso y sencillo,a
583,02-01-23 17:49,0,carisimos asientos como casi 500 pesos estan locos,easy to use UI
584,02-01-23 17:51,10,a,"THE WAY TO RESERVE, BUY AND PAY IS VERY PRACTICAL AND EASY."
585,02-01-23 17:54,10,UI facil de usar,ease
586,02-01-23 18:00,10,"ES MUY PRACTICA Y FACIL LA MANERA DE RESERVAR, COMPRAR Y  PAGAR.",I BOUGHT 5 TICKETS AND IT WOULDN'T LET ME CHOOSE FROM THE BEGINNING WHO DOCUMENTED AND WHO DID NOT. IT WOULD HAVE BEEN EASIER IF THE OPTION WAS GIVEN FROM THE START AND NOT AFTER PUTTING THE PASSENGERS.
587,02-01-23 18:01,9,facilidad,
588,02-01-23 18:02,6,COMPRÉ 5 BOLETOS Y NO ME DEJABA ELEGIR DESDE UN INICIO QUIEN DOCUMENTABA Y QUIEN NO. HUBIERA SIDO MÁS SENCILLO SI DESDE UN INICIO DA LA OPCIÓN Y NO DESPUÉS DE PONER LOS PASAJEROS.,313 pesos for a seat and that is not even VIP
589,02-01-23 18:03,5,.,IT WAS EASY AND QUICK TO BOOK.
590,02-01-23 18:11,4,313 pesos por un asiento y eso que ni es VIP,GOOD SERVICE
591,02-01-23 18:12,10,FUE FACIL Y RAPIDO RESERVAR.,For ease of access on your page
592,02-01-23 18:18,10,BUEN SERVICIO,accept foreign cards with payments in MXP
593,02-01-23 18:22,10,Por la facilidad de acceso en su página,THEY CHARGE UP TO THE LETTER FROM SANTA CLAUS IN SEPARATE CONCEPTS!!!!
594,02-01-23 18:23,5,aceptar tarjetas extranjeras con pagos en MXP,FOR THE EASY
595,02-01-23 18:27,5,COBRAN HASTA POR LA CARTA DE SANTA CLAUS EN CONCEPTOS POR SEPARADO!!!!,EASY PURCHASE OF TICKETS
596,02-01-23 18:30,9,FACIL COMPRA DE BOLETOS,easy to use
597,02-01-23 18:30,10,POR LO FACIL,There are many steps and aspects to cover.
598,02-01-23 18:31,10,Sencillo de usar,VERY EASY TO USE
599,02-01-23 18:33,9,Muy práctica y clara,EASY TO HANDLE
600,02-01-23 18:33,9,MUY FACIL DE USAR,very practical and clear
601,02-01-23 18:33,9,Son muchos pasos y aspectos a cubrir.,very slow
602,02-01-23 18:33,10,FACIL DE MANEJAR,BECAUSE I LIKE THAT THEY LET ME CHOOSE EVERYTHING WELL AT MY COMFORT
603,02-01-23 18:34,5,muy lento,Easy and practical.
604,02-01-23 18:41,9,Fácil y práctica.,He wouldn't let me buy.
605,02-01-23 18:41,10,POR QUE ME GUSTA QUE ME DEJAN ESCOGER BIEN TODO A MI COMODIDAD,Good service
606,02-01-23 18:41,0,No me dejó comprar.,gracias
607,02-01-23 18:42,10,Buen servicio,I really like it but I hate getting to the area to buy seats :(
608,02-01-23 18:47,9,gracias,Add tua from the beginning
609,02-01-23 18:53,7,me gusta mucho pero odio llegar al área de comprar asientos :(,Your page sends many error messages. My internet speed was constant but your page was maybe saturated
610,02-01-23 19:00,1,Agregar tua desde el comienzo,"They could improve by respecting the prices that he gives you at the beginning, not that whenever I'm making a reservation, they always come out with their upss, the price has changed and I always have to pay more than what he mentions at the beginning and it is not the first time that this has happened to me. always, and as in many cases I don't have much to choose from."
611,02-01-23 19:01,7,manda muchos mensaje s de error la pagina suya. Mi velocidad de internet se mantenía constante pero su página estaba quizá saturada,excellent airline
612,02-01-23 19:03,0,"podrian mejorar respetando los precios que te da al principio, no que siempre que estoy reservando siempre salen con su upss el precio a cambiado y siempre tengo que pagar mas de lo que me menciona al  principio y no es la primera vez que me pasa esto es siempre, y pues como en muchos casos no tengo mucho de dode elegir.",The process seems complicated. You have to simplify it through your experts.
613,02-01-23 19:06,10,excelente aerolinea,very misleading
614,02-01-23 19:06,8,El proceso me parece complicado. Hay que simplificarlo a través de sus expertos.,"It is clear, easy to use and fast."
615,02-01-23 19:07,5,Muy engañosa,convenient flights
616,02-01-23 19:11,10,"Es clara, sencilla de utilizar y rápida.",the reservation was easier and the price was very good
617,02-01-23 19:11,9,vuelos convenientes,EFFECTIVE AND SAFE SERVICE
618,02-01-23 19:15,10,la reserva estuve mas facil y el precio estuve muy bien,"VERY EASY, VERY FRIENDLY THE PAGE"
619,02-01-23 19:18,10,SERVICIO EFICAZ Y SEGURO,"THANKS FOR THE SERVICE, VERY COMPLETE AND EASY TO BUY"
620,02-01-23 19:20,10,"GRACIAS POR EL SERVICIO, MUY COMPLETO Y SENCILLO DE COMPRAR","The system could not process my payment with 3 different cards (2 Visa, 1 AMEX). Great difficulty in acquiring tickets. If I did not have access to a different card it would have been necessary to travel by a different airline. Big inconvenience."
621,02-01-23 19:20,10,"MUY FACIL  ,   MUY AMIGABLE LA PAGINA",VERY EASY AND FAST
622,02-01-23 19:22,10,MUY FACIL Y RAPIDO,fares and flights
623,02-01-23 19:22,0,"El sistema no podía procesar mi pago con 3 tarjetas distintas (2 Visa, 1 AMEX). Gran dificultad para adquirir los boletos. Si no tuviera acceso a una tarjeta distinta hubiera sido necesario viajar por una aerolinea distinta. Gran invonveniente.",GRACIAS
624,02-01-23 19:26,10,GRACIAS,my flight costs drastically changed
625,02-01-23 19:26,10,tarifas y vuelos,IT'S VERY GOOD
626,02-01-23 19:27,10,ES MUY BUENA,EASY BOOKING AND NOT SO CONFUSING
627,02-01-23 19:27,5,me cambiaron drásticamente los costos del vuelo,D
628,02-01-23 19:28,10,FACIL RESERVA Y NO ES TAN CONFUSA,cheap and good customer service
629,02-01-23 19:30,9,D,Too much advertising
630,02-01-23 19:36,10,economico y buen servicio al cliente,TOO MANY THINGS ARE CHARGED
631,02-01-23 19:38,7,Demasiada publicidad,EXCELLENT SERVICE
632,02-01-23 19:40,5,SE COBRA DEMASIADAS COSAS,GOOD PRICES
633,02-01-23 19:41,10,EXCELENTE SERVICIO,GOOD DEAL
634,02-01-23 19:42,9,BUENOS PRECIOS,very easy to use
635,02-01-23 19:46,10,BUEN TRATO,Advertising and its sectioned charges shit me.
636,02-01-23 19:47,10,muy facil de usar,"Everything was easy, except the payment. He never let me do it with American Express so I had to pay with another card. It is worth mentioning that my card has sufficient credit available and works without a problem."
637,02-01-23 19:48,8,Me caga la publicidad y sus cobros seccionados.,too many steps
638,02-01-23 19:49,9,"Todo estuvo fácil, excepto el pago. Nunca me dejó hacerlo con American Express, así que tuve que pagar con otra tarjeta. Cabe mencionar que mi tarjeta tiene crédito suficiente disponible y funciona sin problema.",Is very good.
639,02-01-23 19:51,8,demasiados pasos,GOOD PRICE AND GOOD SERVICE
640,02-01-23 19:51,10,Es muy bueno.,Sometimes it can be a bit confusing
641,02-01-23 19:52,10,BUEN PRECIO Y BUEN SERVICIO,EASY TO MAKE RESERVATIONS
642,02-01-23 19:52,7,A veces puede ser un poco confuso,ok
643,02-01-23 19:54,9,FACIL DE REALIZAR LAS RESERVACIONES,CHEAP
644,02-01-23 19:55,9,BARATOS,excellent service and fast
645,02-01-23 19:55,9,ok,Fast and easy
646,02-01-23 19:56,10,excelente servicio y rapides,ALL VERY CLEAR
647,02-01-23 20:00,9,Fácil y rápido,GOOD SERVICE
648,02-01-23 20:05,10,TODO MUY CLARO,precio
649,02-01-23 20:06,9,BUEN SERVICIO,PRICE AND SERVICE
650,02-01-23 20:06,10,precio,GREAT AND CLEAR
651,02-01-23 20:12,9,PRECIO Y SERVICIO,great
652,02-01-23 20:14,10,GENIAL Y CLARO,EXCELLENT SERVICE
653,02-01-23 20:14,10,excelente,VERY GOOD PAGE
654,02-01-23 20:18,10,EXCELENTE SERVICIO,It has improved in ease of use.
655,02-01-23 20:20,10,MUY BUNA PAGINA,low price
656,02-01-23 20:20,9,Ha mejorado en la facilidad para usarla.,easy to pay and everything very clro
657,02-01-23 20:26,10,facil de pagar y todo muy clro,
658,02-01-23 20:26,9,precio bajo,it's fast
659,02-01-23 20:27,10,:),
660,02-01-23 20:28,10,es rapido,I ALWAYS GET CONFUSED WITH SO MANY OPTIONS FOR SUITCASES
661,02-01-23 20:33,10,.,Anticipate the cost of TUA so that it is not a surprise at the end. Include from the selection of Smart VIP seats. Suggestion. Those who pay for Smart and VIP should have the priority that their luggage is also the first to leave in the bands to collect it.
662,02-01-23 20:33,7,SIEMPRE ME CONFUNDO CON TAMTAS OPCIONES PARA MALETAS,FAST AND SAFE
663,02-01-23 20:38,8,Anticipar el costo de TUA para que no sea sorpresa al final.  Incluir desde la selección de Smart asientos VIP.  Sugerencia.  Aquellos que pagan por Smart y VIP deberían tener la prioridad de que sus equipajes tambien sean los primeros que salen en las bandas para recogerlos.,GOOD
664,02-01-23 20:39,9,RAPIDO Y SEGURO,they are great
665,02-01-23 20:42,10,bien,They should quote without having to enter all the data.
666,02-01-23 20:47,10,son genial,very practical platform
667,02-01-23 20:49,0,deberian cotizar sin tener que meter todos los datos.,"It does not let you buy with cards that are not digital, not all bank pages provide a digital card, and if you do not have one, you cannot buy the ticket"
668,02-01-23 20:51,10,Plataforma muy pratica,INCLUDE RATE
669,02-01-23 20:54,8,"No te deja comprar con tarjetas que no sean digitales, no todas las paginas del banco proveen una tarjeta digital, y si no tienes no puedes comprar el boleto",for the speed in processing all the data with accuracy and speed
670,02-01-23 20:56,8,INCLUIR TARIFA,it's fast
671,02-01-23 20:58,10,por la rapidez al elavorar todos loa datos con exactitud y velocidad,Excellent plan by dooters
672,02-01-23 20:58,9,es rapido,I don't understand how to put the date of birth
673,02-01-23 21:04,10,Excelente plan el de dooters,SPEED
674,02-01-23 21:09,1,No se entiende la forma de poner la fecha de nacimiento,"Fucking airline! Why are you hiding the cost of the airport until the end!Due to lack of transparency and honesty, there are thirteenth world left!"
675,02-01-23 21:10,10,VELOCIDAD,"very easy and fast to book. what I do not like is that it does not include the TUA, it is not very fair when publishing prices, in the end you have to pay"
676,02-01-23 21:11,0,"Puto aeroplinea! Pprque escondes el costo del aeropuerto hasta el fin!Por falta de transparencia y honestidad quedan trecer mundo!","Confusing and advantageous when collecting baggage, TUA and additional services."
677,02-01-23 21:13,9,"muy facil y rapido de reservar. lo que no me gusta es que no incluya la TUA, no es muy justo al publicar precios, al final se tiene que pagar",I WAS NOT ALLOWED TO CHANGE PROFILE DATA
678,02-01-23 21:17,3,"Confusa y ventajosa a la hora de cobrar equipajes, TUA y servicios adicionales.","Easy to use, very clear everything."
679,02-01-23 21:19,7,NO ME PERMITIO CAMBIAR DATOS DE PERFIL,VERY FRIENDLY YOUR PAGE
680,02-01-23 21:20,10,"Fácil de usar, muy claro todo.",ease
681,02-01-23 21:22,10,MUY AMIGABLE TU PAGINA,Simple and intuitive when buying
682,02-01-23 21:25,10,facilidad,very expensive and long
683,02-01-23 21:26,9,Sencilla e intuitiva al momento de comprar,stuck constantly
684,02-01-23 21:32,3,very expensive and long,The reservation system is very practical.
685,02-01-23 21:39,5,Se trabó constantemente,Very simple and intuitive
686,02-01-23 21:39,10,Muy práctico el sistema de reservación,They have very good service and the electronic trading platform is very simple
687,02-01-23 21:41,9,Muy sencillo e intuitivo,I DON'T KNOW
688,02-01-23 21:42,10,Tienen muy buen servicio y la plataforma electronica de compraventa esta muy sencilla,AGILE
689,02-01-23 21:43,8,NO SE,the page is practical
690,02-01-23 21:46,10,AGIL,being more specific and not putting everything extra
691,02-01-23 21:47,10,esta practica la pagina,excellent service
692,02-01-23 21:58,8,siendo mas especificos y no poner todo extra,It was quick and easy.
693,02-01-23 21:59,9,Fue rápido y fácil.,efficient and great prices
694,02-01-23 21:59,10,excelente Servicio,good service
695,02-01-23 22:14,9,buen servicio,Faster
696,02-01-23 22:14,10,eficientes y excelentes precios,THE APPLICATION IS VERY EASY AND FRIENDLY
697,02-01-23 22:19,8,Más rapida,cool and fast
698,02-01-23 22:20,9,ES  MUY FACIL Y AMIGABLE LA APLICACION,VERY GOOD
699,02-01-23 22:23,10,MUY BUENA,was practice the page
700,02-01-23 22:23,10,cool y rapido,Excellent service
701,02-01-23 22:26,9,fue practica la página,CLEAR AND EASY
702,02-01-23 22:29,10,CLARA Y FACIL,It was easy to use and the interface is nice
703,02-01-23 22:29,10,Excelente servicio,Very intuitive and easy to understand
704,02-01-23 22:35,9,Fue fácil de usar y la interfaz es bonita,How quickly I was able to find the days and times for my trip
705,02-01-23 22:49,10,Muy intuitiva y fácil de entender,GOOD SERVICE
706,02-01-23 22:50,9,lo Rapido que pude encontrar los dias y horarios para mi viaje,"The selection of seats is very difficult, they do not give the option of not choosing"
707,02-01-23 23:00,10,BUEN SERVICIO,GENIAL
708,02-01-23 23:00,8,"Está muy difícil la selección de asientos, no dan opción de no elegir",easy friendly page
709,02-01-23 23:01,10,GENIAL,Are good
710,02-01-23 23:02,9,facil pagina amigable,Being before other pages to access faster
711,02-01-23 23:07,10,Son buenos,of easy instruction
712,02-01-23 23:13,7,Estando antes que otras paginas para acceder mas rapido,It's easy to use
713,02-01-23 23:19,9,de facil instrucción,Very good
714,02-01-23 23:20,9,Es fácil de usar,Very easy to book
715,02-01-23 23:21,10,Muy Bueno,It has easy options to choose from.
716,02-01-23 23:23,10,Muy sencillo reservar,because the process is easy
717,02-01-23 23:26,10,tiene opciones faciles de escoger,faster
718,02-01-23 23:29,10,porque es facil el proceso,VERY GOOD EVERYTHING
719,02-01-23 23:30,10,muy agil,Easy
720,02-01-23 23:37,10,MUY BIEN TODO,I love traveling with VIVA!
721,02-01-23 23:40,10,Facil,I put my card details correctly and it does not accept my payment
722,02-01-23 23:48,10,Amo Viajar con VIVA!,ok
723,02-01-23 23:58,0,pongo bien mis datos de mi tarjeta y no me acepta el pago,It is easy to carry out the process
724,02-02-23 00:00,10,ok,"In the city of Reynosa, terrible attention."
725,02-02-23 00:01,9,Es facil de realzar el tramite,very good service excellent platform
726,02-02-23 00:04,10,muy buen servicio excelnete plataforma,great
727,02-02-23 00:04,8,"En la ciudad de Reynosa, pésima atención.",all
728,02-02-23 00:07,5,todo,gghgh
729,02-02-23 00:07,10,excelente,good service
730,02-02-23 00:09,10,gghgh,Easy to understand and use
731,02-02-23 00:11,9,buen servicio,it is practical
732,02-02-23 00:11,9,Facil de entender y utilizar,Excellent service on board and respect for boarding hours
733,02-02-23 00:13,10,Excelente servicio a bordo y respeto por las horas de abordaje,I can't pay with valid credit card. Get it together
734,02-02-23 00:13,9,es practica,easy process
735,02-02-23 00:15,0,I can't pay with valid credit card. Get it together,"It is a friendly page easy to use, many options"
736,02-02-23 00:16,10,proceso facil,Do not put hidden charges
737,02-02-23 00:19,10,"es una pagina amigable de facil uso, muchas opciones",Very good service
738,02-02-23 00:20,7,No poner cargosnocultos,Genial
739,02-02-23 00:21,9,Muy buen servicio,"Easy to navigate, clear directions. user friendly"
740,02-02-23 00:23,10,Genial,GREAT
741,02-02-23 00:31,9,"Fácil de navegar, indicaciones claras. amigable con el usuario",MAKE THE PAGE AND THE PROCESS MORE AGILE AND CLEAR
742,02-02-23 00:35,10,EXCELENTE,very simple process
743,02-02-23 00:40,8,HACER MAS AGIL Y CLARA LA PAGINA Y EL PROCESO,PAYMENT OPTIONS DO NOT WORK.
744,02-02-23 00:44,9,tramite muy sencillo,MISSING HOTELS RECOMMENDATIONS.
745,02-02-23 00:44,3,"NO FUNCIONAN OPCIONES DE PAGO.FALTAN RECOMENDACIONES DE HOTELES.",There is no option for one of the passengers to just document.
746,02-02-23 00:45,8,no hay opcion de que uno de los pasajeros nada mas documente.,Easy to use
747,02-02-23 00:46,9,facil de usar,easy to use and understand
748,02-02-23 00:48,8,"Quise eliminar la opción de ""Selección de asiento"" pero nunca encontré un botón o algo en dónde cancelarlo.","I wanted to remove the ""Seat Selection"" option but never found a button or anything to cancel it."
749,02-02-23 00:48,10,facil de usar y entender,BEING MORE SPECIFIC WHEN PAYING
750,02-02-23 00:50,4,SIENDO MAS ESPECIFICOS AL PAGAR,Very easy
751,02-02-23 00:57,10,buena atencion,good attention
752,02-02-23 00:57,10,Muy fácil,EXCELLENT SERVICE
753,02-02-23 01:01,8,EXCELNTE SERVICIO,"Good service, good prices"
754,02-02-23 01:03,9,"Buen servicio, buenos precios",Thank you for taking me to Havana
755,02-02-23 01:04,10,grasias por yevarme ala habana,EASY THE PAGE TO BUY AND GOOD PRICES
756,02-02-23 01:06,10,FACIL LA PAGINA PARA COMPRAR Y BUENOS PRECIOS,
757,02-02-23 01:07,10,..,Great security checkpoint.
758,02-02-23 01:08,10,Great security checkpoint.,
759,02-02-23 01:13,10,.,because it is quick and easy to do and at a good price
760,02-02-23 01:15,10,porque es rapido y fácil de hacer y buen precio,"They could do better by not adding the cost of services and lying about the costs stated on their page. Your airline is very good, but it's a shame how abusive your company can become."
761,02-02-23 01:16,1,"Podrían mejorar al no agregar el costo de los servicios y mintiendo sobre los costos establecidos en su página. Su aerolínea es muy buena, pero es una lástima lo abusivo que se puede tornar su compañía.",PRICE CHANGE WHILE WE REGISTERED
762,02-02-23 01:19,8,CAMBIO DE PRECIO MINTRAS REGISTRABAMOS,reduce the times they ask for additional services
763,02-02-23 01:21,8,reducir las veces que preguntan los servicios adicionales,"THE RESERVATION WAS QUICK ON PC IN THE CEL, IT WOULDN'T ALLOW ME NOT TO CHOOSE A SEAT"
764,02-02-23 01:24,7,"FUE RAPIDA LA RESERVA EN PC EN EL CEL, NO ME PERMITIA NO ELEGIR ASIENTO",DOES NOT ACCEPT PAYMENTS
765,02-02-23 01:26,2,NO ACEPTA LOS PAGOS,"Very practical, I noticeably improve the interface"
766,02-02-23 01:33,10,"Muy práctica, mejoro notablemente la interfase",VERY EASY AND ACCESSIBLE.
767,02-02-23 01:34,10,MUY FACIL Y ACCESIBLE.,"nothing, i speak english"
768,02-02-23 01:36,6,"nada, hablo ingles",less data
769,02-02-23 01:36,7,Menos datos,Excellent service
770,02-02-23 01:37,10,Excelente servicio,efficiency
771,02-02-23 01:38,10,eficiencia,IT'S QUICK AND EASY TO RESERVE
772,02-02-23 01:40,10,ES RAPIDO Y FACIL RESERVAR,REMOVE ALL ADDITIONAL CHARGES FOR THE PURCHASE OF TICKETS
773,02-02-23 01:45,5,QUITEN TODO LO ADICIONAL DE RECARGOS PARA LA COMPRA DE BOLETOS,a
774,02-02-23 01:46,10,a,EASY
775,02-02-23 01:47,10,FACIL,GRACIAS
776,02-02-23 01:48,10,GRACIAS,RATES
777,02-02-23 01:49,10,TARIFAS,very intuitive
778,02-02-23 01:50,10,muy intuitivo,OK
779,02-02-23 01:53,9,OK,excellent everything very fast and simple
780,02-02-23 01:54,10,excelente todo muy rapido y sencillo,all good
781,02-02-23 02:03,10,todo bien,"When you travel with a partner, you do not always take 2 suitcases of more than 15 kilos, only one"
782,02-02-23 02:05,7,"Cuando viaja con pareja no siempre se llevan 2 maletas de mas de 15 kilos, solo una",VERY EFFICIENT
783,02-02-23 02:09,10,MUY EFICIENTE,They should include your tua from the beginning
784,02-02-23 02:09,8,deberian incluir el tua desde el inicio,it was easy to book
785,02-02-23 02:13,10,fue sencillo reservar,Easy access and cheap costs
786,02-02-23 02:15,9,Facil acceso y Costos baratos,agile and simple process
787,02-02-23 02:26,10,proceso ágil y sencillo,the page expires very quickly
788,02-02-23 02:29,8,expira muy rapido la pagina,IT IS VERY EASY TO USE
789,02-02-23 02:36,10,ES MUY FACIL DE USAR,nice
790,02-02-23 02:37,10,nice,It is easy to navigate and fluid in the connection
791,02-02-23 02:49,9,Es fácil de navegar y fluido en la conexión,I didn't understand the seats
792,02-02-23 02:53,8,lo de los asientos no lo entendi,
793,02-02-23 02:58,8,.,"I CONSIDER THAT THE ZERO FARES SHOULD BE ABLE TO MAKE CHANGES LIKE ANY OTHER METHOD SUCH AS VIVA LIGHT ETC. IF THEY OFFER IT, IT IS PROBABLY BECAUSE IT CAN BE USED BY A PASSENGER WHO DOES NOT WISH TO CARRY A SUITCASE OR DOES NOT WISH TO SELECT A SEAT ETC. I DON'T THINK YOU ARE MORE AFFECTED, IT CAN HELP YOU SO THAT SOME PASSENGER CAN MAKE CHANGES, IS HAPPY AND PROBABLY THE COMPANY CAN HAVE AN ADDITIONAL PROFIT FOR MAKING THOSE CHANGES. I JUST SAY THANK YOU"
794,02-02-23 03:02,10,Sencilla de utilizar,easy to use
795,02-02-23 03:02,7,"CONSIDERO QUE LAS TARIFAS ZERO DEBERIAN DE PODER TENER POSIBILIDADES DE HACER CAMBIOS COMO CUALQUIER OTRA MODALIDAD COMO VIVA LIGHT ETC, SI LO OFRECEN ES PORQUE PROBABLEMENTE A ALGUN PASAJERO LO PUEDA UTILIZAR QUE NO DESEE LLEVAR MALETA O NO DESEE SELECCIONAR ASIENTO ETC. A USTEDES NO CREO QUE LES AFECTE MAS BIEN LES PUEDE AYUDAR A QUE ALGUN PASAJERO PUEDA HACER CAMBIOS QUEDA FELIZ Y PROBABLEMENTE LA COMPAÑIA PUEDA TENER UNA GANANCIA ADICIONAL POR HACER ESOS CAMBIOS. SOLO DIGO GRACIAS",Easy to use.
796,02-02-23 03:02,9,Facil de usar.,"too many steps, little clarity on total cost"
797,02-02-23 03:06,6,"demasiados pasos, poca claridad en el costo total",excellent service
798,02-02-23 03:08,10,excelente servicio,WHY IS IT THE ONLY WAY TO BUY???
799,02-02-23 03:13,10,POR QUE ES LA UNICA MANERA DE COMPRAR???,IT IS EASY AND VERY PRACTICAL
800,02-02-23 03:21,9,ES FACIL Y MUY PRACTICA,The total cost from start to finish always differs greatly.
801,02-02-23 03:21,8,Siempre difiere enormemente el total del costo del principio al final.,
802,02-02-23 03:23,10,facil,easy
803,02-02-23 03:23,8,.,include net prices
804,02-02-23 03:24,6,incluir los precios netos,ASKS YOU TOO MUCH
805,02-02-23 03:25,0,TE PREGUNTA DEMASIADO,"thanks, easy"
806,02-02-23 03:26,10,"gracias, facil",EASY TO NAVIGATE
807,02-02-23 03:26,10,FACIL DE NAVEGAR,Just because
808,02-02-23 03:27,10,Por que si,good company
809,02-02-23 03:29,10,buena compañia,Very intuitive page
810,02-02-23 03:30,10,Página muy intuitiva,"The TUA went up a lot, I checked it last week and it was not in that"
811,02-02-23 03:35,9,fue rapido el proceso de compra,the purchase process was fast
812,02-02-23 03:35,5,"Subió mucho el TUA, lo chequé la semana pasada y no estaba en eso",very easy to navigate
813,02-02-23 03:40,5,"cumpliendo lo que ofrecen, aparece un precio en la seleccion de acentos y después aparece otro costo","fulfilling what they offer, a price appears in the selection of accents and then another cost appears"
814,02-02-23 03:40,9,muy facil de navegar,Very easy and intuitive and agile when loading
815,02-02-23 03:41,10,Muy fácil e intuitiva y ágil al cargar,That the menu is not so scrambled
816,02-02-23 03:42,7,Que el menu no este tan revuelto,
817,02-02-23 03:46,5,.,MORE VARIETY OF DIRECT SCHEDULES
818,02-02-23 03:51,8,MAS VARIEDAD DE HORARIOS DIRECTOS,Excellent service
819,02-02-23 03:58,10,Me encantan los precios,I love the prices
820,02-02-23 03:58,10,Excelente Servicio,They do not charge seat assignment.
821,02-02-23 04:02,8,No cobren asignación de asientos.,Very friendly
822,02-02-23 04:03,10,Gracias,Gracias
823,02-02-23 04:03,10,Muy amigable,VERY EASY TO NAVIGATE ON WEBSITE
824,02-02-23 04:04,10,MUY FACIL DE NAVEGAR EN WEBSITE,For its affordable price
825,02-02-23 04:04,9,Por su precio accesible,EXCELNETTE PAGE
826,02-02-23 04:08,5,Sistema de pago no deja pagar,Payment system does not let you pay
827,02-02-23 04:08,10,EXCELNETE PAGINA,"DON'T HIDE ADDITIONAL CHARGES SO MUCH, BE MORE TRANSPARENTVERY DARK UX"
828,02-02-23 04:09,6,"NO ESCONDER TANTO LOS COBROS ADICIONALES, SER MAS TRANSPARENTESMUY DARK UX","it is very easy to use, understand and buy"
829,02-02-23 04:16,10,"es muy fácil de usar, entender y comprar",Very easy to find the flights
830,02-02-23 04:17,9,Muy fácil de encontrar los vuelos,allows multiple purchase options in accessories to need
831,02-02-23 04:19,10,permite multiples opciones de compra en complementos a necesitar,easy to move
832,02-02-23 04:20,10,facil de mover,Too many options when buying
833,02-02-23 04:21,8,Demasiadas opciones a la hora de comprar,EFFECTIVENESS
834,02-02-23 04:22,10,EFECTIVIDAD,cheap and good flights The Xiaomi of flights. Price quality
835,02-02-23 04:23,9,vuelos baratos y buenos. El Xiaomi de los vuelos. Calidad/Precio,BECAUSE IT HAS IMPROVED SO MUCH
836,02-02-23 04:25,9,PORQUE HA MEJORADO MUCHO,It is already much more agile
837,02-02-23 04:26,9,ya es mucho mas agil,something slow
838,02-02-23 04:26,9,Algo lento,don't put airport taxes all the way
839,02-02-23 04:27,10,"Me parece un buen servicio, bastante ajustable a tu economía, entonces, me pareció adecuado el agotar esta opción, recomendado.","It seems to me a good service, quite adjustable to your economy, so it seemed appropriate to exhaust this option, recommended."
840,02-02-23 04:27,2,no poner los impuestos de aeropuerto hasta el final,Months without interest
841,02-02-23 04:29,8,Meses sin intereses,good
842,02-02-23 04:32,8,fazil,Cheap prices.
843,02-02-23 04:32,9,Precios baratos.,The process was easy
844,02-02-23 04:33,10,El proceso fue sencillo,"It is very bad, the rates are not clear and it is false advertising"
845,02-02-23 04:33,5,"esta muy mal, lo de las tarifas no son claros y es publicidad engañosa",It is not easy not to select seats
846,02-02-23 04:35,8,Falta de un entorno mas amigable y entendible,Lack of a more friendly and understandable environment
847,02-02-23 04:35,8,Selección de asientos más clara,Clearer seat selection
848,02-02-23 04:35,8,No es fácil no seleccionar asientos,I LIKED
849,02-02-23 04:36,10,ME GUSTO,I need to know the total at all times
850,02-02-23 04:38,7,necesito conocer el total en todo momento,It is not friendly
851,02-02-23 04:42,1,no es amigable,mention months without interest and they did not give it to me
852,02-02-23 04:43,10,muy bien,very good
853,02-02-23 04:43,5,menciona meses sin intereses y no me los dieron,tangled options you can easily make a mistake and get charged for something you don't want
